Vehicle_Line,Derivative,Trim,Model_Year,Total_Price_GBP,Interior_Colour,Exterior_Colour,Feature_Codes
Range Rover,P530 LWB,Autobiography,2021.5,204864,Acorn,Ostuni Pearl White,"['EP013', 'CL014', 'CP008', 'CL009', 'AS006', 'CL015', 'IT024', 'IT004', 'LT011', 'IT014', 'IT006', 'CL003', 'SS010', 'DA014']"
Range Rover Sport,P550e PHEV,Dynamic SE,2020.5,98375,Espresso,Champagne Gold,"['SF007', 'CL008', 'SF020', 'EP002', 'SF005', 'CL001', 'IT001', 'WS001', 'CV002', 'IT005']"
F-Pace,D200,R-Dynamic HSE,2021,68799,Cloud,Gondwana Stone,"['CL012', 'IL002', 'IT010', 'SF005', 'CL011', 'RF002', 'DA005', 'WS002', 'CL009', 'DA007', 'CV002', 'LT007', 'IL005', 'IT008']"
Discovery Sport,P200,HSE Luxury,2023,58400,Navy,Hakuba Silver,"['CV006', 'RF002', 'SF022', 'SF018', 'DA001', 'LT002', 'CL010', 'IT004', 'IL005', 'EP001']"
Range Rover Velar,D300,S,2021.5,50286,Light Oyster,Sedona Red,"['SF009', 'SF004', 'WS001', 'SF006', 'IT009', 'SF020']"
Range Rover Evoque,D180,S,2022.5,32044,Copper,Spectral British Racing Green,"['CV001', 'SF003', 'EP001', 'IT007', 'IT010', 'SF020']"
Discovery Sport,D200,S,2023,32864,Moonbeam,Bright White,"['CL008', 'LT001', 'SF022', 'SF007', 'SF008']"
Defender,D300 90,HSE,2024,84659,Ivory,Bright White,"['DA007', 'CV006', 'SF005', 'CV007', 'LT002', 'IL002', 'WS011', 'WS003', 'LT006', 'SF010', 'DA002', 'CV004']"
Range Rover Evoque,D180,Autobiography,2020,66300,Ivory,Pangea Green,"['DA018', 'CL002', 'CS009', 'CL012', 'AS005', 'WS010', 'AS008', 'SF002', 'RF001', 'CP001', 'CV006', 'IL001', 'EP014', 'EP011', 'LT013', 'DA007', 'LT001', 'CV018']"
Range Rover,P460e PHEV SWB,SE,2024.5,136600,Nimbus,Byron Blue,"['WS001', 'SF018', 'SF010', 'SF005', 'SF011', 'SF002', 'SF020', 'SF008', 'IT005', 'LT006', 'SF022', 'IT009']"
Range Rover Velar,D240,Dynamic SE,2023.5,65488,Brogue,Firenze Red,"['SF006', 'SF001', 'CV001', 'DA001', 'SF010', 'CV010', 'EP001', 'IT010']"
F-Pace,P575 SVR,SVR,2020.5,213713,Nimbus,Firenze Red,"['EP005', 'AS008', 'CL013', 'WS008', 'RF003', 'EP010', 'DA006', 'DA009', 'IT006', 'SF018', 'IT015', 'DA012', 'DA005', 'IL007', 'CS008', 'WS004', 'CL003', 'CL007']"
Discovery,P300,HSE Luxury,2024.5,106650,Navy,Rossello Red,"['CV006', 'WS008', 'IL005', 'CV010', 'LT003', 'IT010', 'CL012', 'IT005', 'IT004', 'DA001', 'WS003', 'SF004', 'EP002']"
Defender,D300 110,X-Dynamic,2025,95214,Ivory,Indus Silver,"['RF001', 'IT017', 'WS013', 'CP006', 'CV014', 'AS008', 'IL002', 'SS009', 'AS004', 'WS003', 'IT022', 'LT003']"
Range Rover Evoque,P200,Autobiography,2020.5,62312,Ebony,Narvik Black,"['AS009', 'WS004', 'DA005', 'EP007', 'CL002', 'CP005', 'RF003', 'AS004', 'SS013', 'EP009', 'DA009', 'CV003', 'CL004']"
Range Rover Velar,P400,S,2022,53772,Eclipse,Bright White,"['WS001', 'CV002', 'EP001', 'SF008', 'CV001']"
F-Pace,D240,R-Dynamic S,2024.5,73720,Brogue,Causeway Grey,"['CV005', 'SS011', 'CS014', 'CV020', 'CP002', 'CL013', 'CL017', 'EP013', 'CV004', 'WS004', 'LT004', 'CV009', 'SF004', 'WS009']"
Range Rover Evoque,P250,Dynamic HSE,2024,65612,Dove,Hakuba Silver,"['RF002', 'CV007', 'EP003', 'WS008', 'IT002', 'IL002', 'DA005', 'LT001', 'CV009', 'SF010', 'WS002', 'DA003', 'IT011']"
Discovery Sport,P290,HSE Luxury,2021.5,57282,Reims Blue,Pangea Green,"['CV005', 'LT002', 'RF003', 'IT011', 'SF012', 'CL012', 'CV001', 'LT007', 'CV010', 'DA002', 'SF022']"
F-Pace,P400,R-Dynamic S,2021.5,78410,Ivory,Sunset Gold Satin,"['DA013', 'IL010', 'EP007', 'CV009', 'CP010', 'LT012', 'LT003', 'AS003', 'WS019', 'IT005', 'LT010', 'DA009', 'DA018', 'WS012', 'IT020', 'WS003', 'IT013']"
Discovery Sport,P200,HSE,2022.5,53374,Espresso,Ostuni Pearl White,"['SF018', 'RF002', 'CL003', 'DA007', 'CL009', 'LT007', 'SF007', 'CV005', 'EP001', 'LT002', 'DA003', 'SF001']"
Range Rover Evoque,P200,Dynamic HSE,2023,59040,Perlino,Sedona Red,"['CL011', 'CV007', 'RF002', 'SF008', 'IT003', 'LT003', 'LT007', 'LT006', 'WS009', 'SF004', 'WS008', 'IL005', 'WS002']"
Range Rover Evoque,P300,Dynamic SE,2023.5,44640,Eclipse,Rossello Red,"['SF020', 'CV010', 'IT010', 'SF002', 'EP001', 'CL010', 'EP002', 'SF018', 'WS002', 'SF007', 'SF004']"
Range Rover Evoque,P250,S,2022.5,33212,Espresso,Spectral British Racing Green,"['SF009', 'IT001', 'CV001', 'SF005', 'IT010']"
Range Rover Sport,P440,Dynamic S,2023,122125,Moonbeam,Spectral British Racing Green,"['DA013', 'CL016', 'IT007', 'EP013', 'WS005', 'RF002', 'AS004', 'WS014', 'WS017', 'IT009', 'IT001', 'CP001', 'CP009', 'AS009', 'IL002', 'IT012']"
F-Pace,P575 SVR,R-Dynamic HSE,2024,193367,Nimbus,Lantau Bronze,"['IL002', 'IT005', 'WS009', 'IT002', 'LT007', 'DA003', 'CL011', 'LT002', 'DA006', 'CV006', 'CL002']"
Range Rover Sport,P550e PHEV,Dynamic SE,2020,94212,Acorn,Santorini Black,"['SF009', 'SF018', 'IT009', 'SF010', 'CV001', 'EP002', 'RF002', 'CL009', 'CV011', 'SF020', 'IT010']"
Range Rover Evoque,P200,Dynamic SE,2022,39794,Robusta,Sedona Red,"['WS002', 'SF001', 'CV010', 'EP001', 'IT009', 'SF004', 'DA005', 'SF014', 'SF002', 'RF002', 'CV011']"
Range Rover,P550e PHEV SWB,HSE,2024,172575,Titan,Bright White,"['IT005', 'CV001', 'LT001', 'SF006', 'CV007', 'CL008', 'SF011', 'IT010', 'WS003', 'EP002', 'SF015', 'DA002', 'DA005']"
Range Rover Velar,D300,S,2024.5,63118,Siena Tan,Varesine Blue,"['SF005', 'IT007', 'IT010', 'SF004', 'CL008', 'SF022', 'SF010', 'SF009']"
Discovery Sport,D180,S,2023,31580,Navy,Sunset Gold Satin,"['SF003', 'CL001', 'SF005', 'SF020', 'SF007', 'SF009', 'SF022', 'SF010']"
Defender,P500 110,SE,2023.5,70634,Glacier White,Causeway Grey,"['IT009', 'EP008', 'WS011', 'IT010', 'SF005', 'WS001', 'SF011', 'SF008', 'SF018', 'SF009']"
Range Rover,P550e PHEV LWB,SV,2021,250556,Siena Tan,Hakuba Silver,"['CV006', 'SF009', 'AS002', 'WS017', 'IT003', 'DA003', 'CV013', 'EP015', 'EP005', 'DA011', 'IT021', 'SS014', 'DA004', 'IT015', 'CP006']"
Defender,P300 110,X-Dynamic,2023,87045,Acorn,Spectral British Racing Green,"['IL012', 'IT018', 'EP010', 'LT011', 'IT004', 'WS017', 'IT006', 'CS013', 'CP007', 'LT012', 'IT008', 'LT014', 'CP009', 'CP003']"
Discovery Sport,P290,HSE,2023.5,66644,Glacier White,Ostuni Pearl White,"['DA003', 'CV009', 'DA007', 'CL012', 'IL002', 'IT004', 'IL005', 'LT007', 'CL011', 'WS003', 'CL010', 'WS008', 'RF002']"
Discovery Sport,D180,HSE,2022,51316,Navy,Aruba,"['CL012', 'CL003', 'DA005', 'CV007', 'DA006', 'IL001', 'SF006', 'SF010', 'CL002', 'WS008']"
Range Rover Velar,P400,Dynamic SE,2022,65282,Nimbus,Gondwana Stone,"['IT009', 'SF009', 'CL001', 'CV004', 'SF004', 'CV001', 'SF002', 'SF006', 'WS001', 'SF011']"
Range Rover Evoque,D180,Dynamic HSE,2022.5,50894,Siena Tan,Spectral British Racing Green,"['DA003', 'DA002', 'WS008', 'IT004', 'SF022', 'IT003', 'SF014', 'CV004', 'CV009', 'SF012']"
Defender,P400 130,X-Dynamic,2020,81840,Robusta,Portofino Blue,"['CL010', 'IT012', 'EP015', 'EP011', 'SF008', 'IL004', 'EP005', 'CL008', 'WS015', 'LT012', 'DA013', 'CP003', 'LT011', 'SS007', 'LT007', 'CV004', 'LT009']"
Range Rover Velar,P300,S,2022,52370,Nimbus,Cosmos Black,"['EP001', 'DA001', 'IT007', 'SF008', 'IT009']"
Range Rover Evoque,D200,S,2021.5,30816,Cirrus,Cosmos Black,"['IT010', 'SF008', 'SF003', 'LT001', 'IT001', 'SF002', 'CV011']"
Discovery Sport,P200,S,2022.5,30208,Vintage Tan,Cosmos Black,"['WS001', 'IT007', 'SF006', 'SF020', 'CV002', 'IT009']"
Range Rover Velar,P250,Dynamic HSE,2021,80712,Espresso,Gondwana Stone,"['EP002', 'LT002', 'IL001', 'WS003', 'IL002', 'SF008', 'IT002', 'DA003', 'SF010', 'CV006', 'IT004', 'CL011']"
Range Rover Velar,P250,Dynamic SE,2024.5,70810,Reims Blue,Narvik Black,"['SF010', 'DA005', 'IT001', 'SF014', 'DA001', 'CL010', 'CV002', 'CV010', 'SF008', 'EP001', 'WS001']"
Range Rover Velar,P400,Dynamic SE,2023.5,73122,Acorn,Rossello Red,"['SF020', 'CV002', 'SF005', 'EP002', 'SF006', 'WS001', 'CV001', 'CV004', 'CV011', 'SF022', 'CL001']"
F-Pace,D240,R-Dynamic SE,2024,59202,Cloud,Cosmos Black,"['SF004', 'LT006', 'SF020', 'DA005', 'SF006', 'SF001', 'SF011', 'CV002', 'WS001', 'CL008', 'SF014', 'SF009']"
Range Rover Sport,P635 SVR,Dynamic SE,2024.5,256362,Espresso,Varesine Blue,"['SF007', 'CL010', 'DA001', 'IT009', 'SF018', 'CV001', 'CV011', 'WS001', 'SF005', 'IT001']"
Discovery,P300,SE,2023,60750,Nimbus,Eiger Grey,"['SF006', 'SF005', 'CV002', 'SF004', 'SF008', 'CV011', 'SF009', 'IT009', 'LT001', 'DA001']"
Discovery Sport,D180,HSE Luxury,2020.5,58558,Ivory,Byron Blue,"['DA002', 'CV006', 'RF003', 'EP003', 'SF005', 'IT002', 'LT003', 'SF014', 'LT007', 'SF018', 'DA005', 'IL002', 'SF022', 'CL011']"
Range Rover Evoque,D200,Dynamic SE,2023.5,39897,Perlino,Ostuni Pearl White,"['SF009', 'EP001', 'SF008', 'SF011', 'CV002', 'SF004', 'SF018', 'CL008', 'CL001', 'SF007']"
Range Rover Velar,P400,Dynamic HSE,2023.5,97962,Caraway,Seoul Pearl Silver,"['IL001', 'SF016', 'SF015', 'IL005', 'IT005', 'LT003', 'CV009', 'WS008', 'WS003', 'CV004', 'CL003']"
Range Rover Evoque,D180,Autobiography,2024,70008,Flame Red,Causeway Grey,"['AS010', 'CL003', 'LT014', 'CL012', 'AS008', 'WS014', 'LT001', 'EP013', 'AS004', 'CL016', 'CL019', 'IT019', 'SS006']"
Range Rover,P460e PHEV LWB,HSE,2023,178875,Ivory,Narvik Black,"['CV006', 'CV010', 'IT004', 'LT003', 'IT003', 'CV005', 'EP002', 'WS008', 'SF007', 'WS009', 'SF004']"
Defender,P300 110,X-Dynamic,2021,76432,Copper,Cosmos Black,"['CV002', 'LT003', 'IL010', 'DA011', 'CV019', 'LT015', 'CP005', 'DA006', 'IT020', 'EP009', 'WS012', 'WS014', 'AS006', 'SS014']"
F-Pace,P250,SVR,2022,102120,Reims Blue,Ostuni Pearl White,"['IL010', 'IL008', 'DA005', 'WS013', 'CL002', 'CL005', 'SS013', 'IL007', 'CL012', 'CL010', 'CL014', 'CS011', 'SS007', 'IT002', 'CL016']"
Discovery Sport,P200,SE,2022.5,38906,Ebony,Rossello Red,"['SF007', 'WS002', 'DA001', 'SF014', 'SF022', 'IT009', 'EP001', 'SF005', 'SF018', 'CL009', 'LT001', 'SF006']"
Discovery Sport,P290,HSE,2024,58331,Ebony,Gondwana Stone,"['WS008', 'DA002', 'CL011', 'SF022', 'LT001', 'IT004', 'DA006', 'CL009', 'WS001', 'EP003', 'SF019', 'EP002']"
Range Rover Velar,D240,Autobiography,2023.5,106332,Espresso,Narvik Black,"['IT020', 'CV009', 'SF025', 'EP013', 'LT009', 'CP002', 'IL001', 'CL004', 'IT021', 'CV007', 'EP014', 'IT004', 'DA009', 'CS003', 'WS001']"
Range Rover Sport,D350,Dynamic HSE,2022.5,124796,Nimbus,Fuji White,"['WS008', 'LT003', 'SF015', 'CV007', 'WS003', 'IT003', 'IL002', 'CL001', 'CV004', 'SF003']"
Range Rover Evoque,P200,Dynamic HSE,2025,65106,Acorn,Eiger Grey,"['LT003', 'SF016', 'CV007', 'DA005', 'DA007', 'CV005', 'IT005', 'IT003', 'DA001', 'CL012', 'DA002']"
Range Rover,D300 SWB,HSE,2023.5,138150,Espresso,Byron Blue,"['CL002', 'CL010', 'SF006', 'SF007', 'CL011', 'CV006', 'WS003', 'CV001', 'IL001', 'LT006', 'DA001', 'DA006']"
Range Rover,P550e PHEV LWB,Autobiography,2022,232475,Cirrus,Narvik Black,"['IL001', 'CP005', 'WS013', 'IL002', 'SF014', 'IL009', 'SS008', 'EP002', 'WS012', 'LT018', 'LT004', 'LT011', 'CV013', 'CL013', 'EP014', 'IT024', 'RF001', 'AS002']"
F-Pace,P250,R-Dynamic SE,2021,47532,Glacier White,Pangea Green,"['DA001', 'LT006', 'SF004', 'SF009', 'CV010', 'SF007', 'DA005', 'SF003', 'CV001']"
Range Rover Velar,D240,S,2021,45582,Light Oyster,Fuji White,"['CV002', 'IT007', 'IT001', 'SF005', 'WS001', 'SF003']"
Discovery Sport,D200,HSE Luxury,2022,56668,Eclipse,Champagne Gold,"['IT009', 'CL002', 'SF004', 'DA006', 'SF008', 'IT002', 'IL002', 'IT008', 'WS002', 'DA002']"
F-Pace,P575 SVR,R-Dynamic HSE,2021,152102,Flame Red,Seoul Pearl Silver,"['CL003', 'CV009', 'IL001', 'CV005', 'LT001', 'SF008', 'IT005', 'DA002', 'DA006', 'IT011']"
Range Rover Evoque,P250,S,2021.5,32615,Glacier White,Pangea Green,"['CL006', 'SF007', 'CV002', 'CL008', 'SF004', 'EP001', 'CV001', 'DA005']"
Discovery Sport,D200,SE,2022,35733,Siena Tan,Corris Grey,"['DA005', 'SF007', 'IT009', 'WS001', 'CV002', 'SF008', 'EP001', 'SF002', 'DA001']"
F-Pace,P300,R-Dynamic SE,2021.5,53030,Flame Red,Aruba,"['SF011', 'SF001', 'SF014', 'CL010', 'SF020', 'CV007', 'EP001', 'WS001']"
Discovery Sport,D200,HSE Luxury,2024.5,73214,Robusta,Lantau Bronze,"['IL002', 'IL001', 'WS002', 'IT005', 'IT010', 'DA001', 'DA006', 'DA005', 'SF017', 'LT003', 'RF002', 'IT004']"
Discovery Sport,D200,HSE Luxury,2020.5,55050,Nimbus,Bright White,"['SF019', 'IL001', 'CL001', 'IT005', 'DA005', 'RF003', 'CV006', 'CV005', 'CV002', 'DA003']"
F-Pace,P300,R-Dynamic HSE,2023,87030,Light Oyster,Rossello Red,"['RF003', 'WS009', 'CV007', 'LT003', 'DA005', 'CV001', 'CV005', 'IT008', 'DA002', 'DA003', 'CL012', 'CL011', 'CV002', 'CV004', 'EP001']"
Discovery,D250,HSE,2022.5,82315,Navy,Causeway Grey,"['IT005', 'IT001', 'CV007', 'RF003', 'IL005', 'CV010', 'EP002', 'CL002', 'IT002', 'CL012', 'SF007']"
Range Rover Evoque,D200,Dynamic HSE,2025,62142,Perlino,Pangea Green,"['EP003', 'CV007', 'LT003', 'SF003', 'DA002', 'CL002', 'SF020', 'CV006', 'IL005', 'SF011']"
Discovery,D250,HSE Luxury,2021,81395,Dove,Balmoral Blue,"['SF011', 'LT007', 'DA006', 'RF003', 'CL009', 'SF007', 'DA003', 'IL005', 'CV005', 'LT003']"
Range Rover Evoque,P300,Autobiography,2022.5,84500,Flame Red,Pangea Green,"['RF003', 'DA018', 'CL014', 'WS008', 'IL007', 'CP007', 'IT002', 'CP003', 'CL019', 'CS005', 'CP001', 'EP015', 'DA003', 'CP002', 'IL005', 'CV018', 'CS011']"
Range Rover,D300 LWB,HSE,2025,177554,Ivory,Byron Blue,"['WS008', 'IL002', 'CV010', 'CL012', 'RF003', 'SF020', 'CL010', 'IT008', 'IT001', 'CV007', 'LT001', 'IT002', 'IL001', 'SF008', 'CV001']"
Range Rover Evoque,P250,Dynamic SE,2024.5,46175,Acorn,Champagne Gold,"['IT009', 'SF010', 'SF005', 'EP001', 'SF009', 'SF008', 'CL008', 'SF018', 'CV004', 'CV002', 'LT001', 'CV007']"
Defender,P300 130,S,2024.5,62430,Acorn,Silicon Silver,"['LT005', 'WS010', 'CV011', 'IT009', 'CV004']"
F-Pace,P250,R-Dynamic HSE,2022,75948,Nimbus,Sedona Red,"['LT007', 'WS008', 'CV004', 'IT005', 'IL002', 'IT008', 'IL001', 'CL012', 'EP003', 'CL002', 'SF004', 'IT009']"
Range Rover Velar,D240,S,2021.5,49285,Cirrus,Indus Silver,"['SF004', 'SF008', 'DA005', 'CL001', 'IT007', 'SF005', 'IT001', 'LT005']"
Range Rover Velar,P300,S,2024,62160,Ivory,Varesine Blue,"['SF022', 'SF007', 'IT009', 'IT007', 'RF001', 'LT001', 'CV011']"
Range Rover Velar,P400,Dynamic SE,2025,81312,Vintage Tan,Champagne Gold,"['SF009', 'SF014', 'LT006', 'EP002', 'IT010', 'SF003', 'IT004', 'WS001', 'CV007', 'SF020', 'SF005']"
F-Pace,P400,R-Dynamic HSE,2023.5,90022,Perlino,Firenze Red,"['CV007', 'CV010', 'SF006', 'IT001', 'IT005', 'LT003', 'CV009', 'IL002', 'CL009', 'DA002', 'IT004', 'IL005']"
F-Pace,P400,R-Dynamic S,2023.5,80908,Brogue,Varesine Blue,"['AS003', 'SS008', 'EP013', 'WS003', 'CP010', 'IT005', 'CV001', 'WS013', 'CP004', 'LT002', 'CP008', 'IT012', 'CL004']"
Range Rover Velar,P400,Autobiography,2022,103958,Acorn,Eiger Grey,"['CL012', 'IT005', 'LT003', 'IT003', 'CV009', 'CS007', 'SF004', 'EP015', 'IL008', 'WS019', 'DA014', 'IL001']"
Defender,P400 90,X-Dynamic,2024,84831,Perlino,Indus Silver,"['CL004', 'SF009', 'AS004', 'SF023', 'IL003', 'IT006', 'IT008', 'CV015', 'CP010', 'CP001', 'DA014', 'DA003', 'CL018', 'RF005', 'AS008', 'AS010']"
Discovery,D250,HSE Luxury,2021.5,89156,Vintage Tan,Seoul Pearl Silver,"['LT002', 'WS009', 'CV006', 'RF003', 'CL001', 'CL012', 'DA005', 'CL011', 'EP002', 'SF018', 'CL003', 'IT005']"
Range Rover,D350 SWB,SE,2022,102342,Moonbeam,Narvik Black,"['LT006', 'SF003', 'CL010', 'SF001', 'IT001', 'CL008', 'SF007', 'SF006']"
Range Rover Sport,P440,SVR,2023,199925,Caraway,Gondwana Stone,"['CS012', 'LT005', 'CP002', 'CL014', 'WS010', 'WS015', 'CL001', 'CL013', 'CV006', 'RF005', 'CS010', 'CP005', 'CV011', 'SF001', 'RF002', 'IT006']"
Discovery Sport,P200,HSE Luxury,2023,58720,Acorn,Firenze Red,"['CV005', 'DA002', 'CV009', 'SF004', 'SF020', 'SF011', 'CL002', 'DA005', 'CV004', 'RF003']"
Range Rover Evoque,D200,Dynamic HSE,2022,61360,Brogue,Kaikoura Stone,"['SF020', 'WS001', 'DA003', 'WS008', 'CL011', 'CV005', 'SF009', 'RF002', 'IT005', 'IL002', 'CV006', 'SF006', 'CL012', 'DA007']"
Defender,D240 90,X-Dynamic,2021,63533,Espresso,Carpathian Grey,"['WS008', 'WS003', 'AS008', 'EP002', 'CL014', 'LT015', 'CP007', 'EP015', 'CP008', 'IT010']"
Range Rover Velar,D300,S,2023.5,59076,Siena Tan,Champagne Gold,"['SF010', 'SF022', 'CV011', 'DA005', 'SF007', 'CV002']"
Range Rover Sport,P635 SVR,Dynamic HSE,2022,269135,Dove,Byron Blue,"['EP002', 'LT002', 'CV009', 'RF002', 'DA002', 'SF011', 'CV006', 'IL002', 'DA005', 'WS009', 'CV010', 'DA007', 'SF003', 'WS003']"
Discovery Sport,D180,S,2023.5,31932,Espresso,Spectral British Racing Green,"['EP001', 'SF005', 'CV002', 'SF002', 'IT009', 'SF008', 'SF022']"
Range Rover,P530 SWB,HSE,2021,143549,Copper,Firenze Red,"['IT004', 'CV010', 'CL003', 'IT011', 'WS002', 'IL005', 'RF003', 'CV006', 'IL002', 'LT003', 'CL011']"
Discovery Sport,P290,HSE,2023,53953,Glacier White,Rossello Red,"['DA005', 'CV006', 'IT002', 'SF002', 'SF009', 'IT003', 'SF017', 'DA002', 'CL002', 'WS002']"
Range Rover Velar,P250,S,2023.5,54748,Eclipse,Indus Silver,"['IT007', 'SF003', 'SF010', 'SF004', 'CL006', 'SF009']"
F-Pace,P300,R-Dynamic S,2020.5,60560,Navy,Eiger Grey,"['AS007', 'SF002', 'CP001', 'DA014', 'LT003', 'AS003', 'WS011', 'SS006', 'CL018', 'CL017', 'LT014', 'IL007', 'WS014', 'WS018', 'CL001']"
Range Rover Sport,P460e PHEV,Dynamic HSE,2022.5,135390,Glacier White,Sunset Gold Satin,"['CL012', 'WS008', 'RF003', 'DA006', 'CL010', 'LT001', 'CV004', 'LT006', 'IT002', 'SF019']"
Range Rover Velar,D300,S,2021,49911,Robusta,Balmoral Blue,"['SF009', 'SF003', 'SF002', 'CL008', 'DA005']"
Range Rover Evoque,P250,Autobiography,2020.5,69296,Cirrus,Santorini Black,"['EP005', 'WS009', 'LT012', 'DA009', 'CS011', 'AS005', 'SF001', 'EP007', 'SS008', 'IL001', 'IT011', 'CP002', 'CP001', 'EP004', 'RF002']"
F-Pace,D200,SVR,2025,118922,Copper,Sunset Gold Satin,"['CL014', 'CV012', 'IT013', 'AS010', 'IL010', 'WS003', 'DA003', 'CS013', 'SF009', 'SF025', 'SS012', 'DA008', 'AS008', 'SS005', 'WS015', 'CV001', 'EP010']"
Range Rover Velar,D240,Dynamic SE,2022,60428,Perlino,Cosmos Black,"['SF009', 'CV002', 'DA005', 'CL008', 'SF011', 'CV004', 'IT009', 'EP001', 'LT006']"
Range Rover Evoque,D200,Dynamic SE,2024.5,42922,Eclipse,Seoul Pearl Silver,"['CL001', 'DA001', 'SF014', 'SF020', 'IT010', 'WS001', 'IT009', 'CL010']"
Discovery Sport,P250,HSE,2022,56878,Cloud,Fuji White,"['DA002', 'IT005', 'SF016', 'LT002', 'SF012', 'DA007', 'CL009', 'CV007', 'WS008', 'RF002']"
Discovery Sport,P250,SE,2024,44348,Dove,Cosmos Black,"['CV010', 'SF011', 'IT010', 'SF020', 'DA005', 'CV011', 'SF006', 'EP002', 'SF001']"
Range Rover Sport,P530,Dynamic HSE,2024,152190,Perlino,Indus Silver,"['CV002', 'LT003', 'IL002', 'IL005', 'SF016', 'CV005', 'CV007', 'CV009', 'EP002', 'SF004', 'WS003', 'CL002']"
Defender,P400 90,Octa,2023.5,166544,Glacier White,Corris Grey,"['CV006', 'EP014', 'AS007', 'WS019', 'IT012', 'CS007', 'IT005', 'WS002', 'CL002', 'EP005', 'CS008', 'WS012', 'IT020']"
F-Pace,P400,R-Dynamic SE,2023,60505,Moonbeam,Sunset Gold Satin,"['SF003', 'IT004', 'LT006', 'SF006', 'SF014', 'LT001', 'SF009', 'IT010']"
Discovery Sport,P200,S,2022.5,32058,Espresso,Cosmos Black,"['IT010', 'IT004', 'SF007', 'DA001', 'CV002', 'CV001', 'SF002']"
F-Pace,P300,SVR,2022.5,110000,Ivory,Pangea Green,"['AS003', 'EP009', 'CL012', 'CL010', 'DA018', 'IT021', 'DA020', 'CP006', 'IT024', 'IT006', 'CV008', 'AS010', 'LT003', 'DA014']"
Range Rover Evoque,P300,Autobiography,2025,87480,Robusta,Causeway Grey,"['SS011', 'CP003', 'IL001', 'CP005', 'IL003', 'EP002', 'IT005', 'CL018', 'DA013', 'CP010', 'RF003', 'IL002', 'LT005', 'DA001', 'CP001', 'SF020', 'LT019']"
Range Rover,D300 LWB,Autobiography,2024.5,218705,Eclipse,Cosmos Black,"['CS002', 'CS011', 'CL011', 'EP007', 'DA015', 'CP005', 'EP012', 'IT012', 'WS014', 'IL002', 'WS008', 'IT008', 'WS020', 'CL016', 'IT024', 'SS009', 'CL014']"
Range Rover Sport,D350,Dynamic HSE,2025,152204,Glacier White,Gondwana Stone,"['RF002', 'IL002', 'IT001', 'IT008', 'IT002', 'WS003', 'DA002', 'CL002', 'IT004', 'CV007', 'WS008', 'CV010', 'WS009', 'SF006', 'CL003']"
Discovery,P360,SE,2021,55515,Cirrus,Santorini Black,"['CV002', 'SF006', 'CV004', 'CL001', 'CV001', 'CV011', 'EP002', 'WS001']"
Range Rover Sport,P530,Dynamic S,2024,137390,Caraway,Causeway Grey,"['RF003', 'CP003', 'DA018', 'WS018', 'CV013', 'SS005', 'AS008', 'IT005', 'EP013', 'SS001', 'IL003', 'CL012', 'WS005', 'CS011', 'SS003', 'IL006']"
Range Rover,P460e PHEV LWB,HSE,2025,197650,Copper,Byron Blue,"['LT007', 'IL001', 'CL010', 'CL012', 'DA003', 'DA001', 'SF007', 'CV009', 'IT008', 'CL011']"
F-Pace,P575 SVR,SVR,2021.5,235632,Titan,Gondwana Stone,"['CL013', 'WS017', 'CP002', 'IT014', 'IT006', 'IT005', 'EP001', 'CP004', 'DA002', 'DA019', 'CP008', 'SS005', 'CP006', 'IL006', 'LT011']"
Range Rover Velar,P400,Dynamic SE,2020.5,58342,Titan,Pangea Green,"['SF010', 'CL010', 'SF003', 'CL001', 'CL008', 'SF008', 'SF011', 'SF007', 'SF004']"
Range Rover Evoque,D180,Dynamic HSE,2024,57314,Acorn,Cosmos Black,"['LT002', 'SF016', 'IT004', 'CL009', 'SF003', 'CL011', 'WS009', 'RF003', 'SF001', 'LT007']"
Range Rover Velar,P250,Dynamic HSE,2023.5,93768,Caraway,Spectral British Racing Green,"['IT005', 'IL002', 'SF015', 'RF003', 'WS009', 'LT001', 'SF014', 'CL010', 'WS008', 'DA002', 'LT007', 'CV005']"
Discovery,P360,HSE Luxury,2024.5,108733,Perlino,Champagne Gold,"['CL010', 'LT006', 'IL001', 'IL002', 'SF017', 'RF003', 'CV004', 'CL001', 'CL009', 'WS003', 'DA002', 'WS008', 'SF007', 'SF005']"
Range Rover Velar,P300,S,2021,48760,Reims Blue,Eiger Grey,"['IT001', 'IT007', 'SF006', 'WS001', 'CL001']"
Discovery Sport,D180,HSE Luxury,2024.5,73330,Perlino,Kaikoura Stone,"['WS008', 'CV006', 'DA003', 'LT002', 'EP003', 'WS003', 'SF004', 'CL012', 'WS009', 'CV007', 'CL009', 'IT005']"
Range Rover Sport,P635 SVR,Dynamic HSE,2021.5,256315,Ebony,Indus Silver,"['CL009', 'IT005', 'RF003', 'SF019', 'CV009', 'CL010', 'CL011', 'CV006', 'SF006', 'LT006', 'DA002', 'SF008', 'WS008']"
F-Pace,P300,R-Dynamic SE,2021.5,50800,Eclipse,Sunset Gold Satin,"['CV011', 'LT006', 'SF005', 'WS001', 'SF014', 'EP002', 'SF008', 'SF009', 'SF002']"
Range Rover,D350 SWB,SE,2021.5,98090,Navy,Firenze Red,"['SF006', 'CV002', 'LT006', 'SF005', 'CL008', 'DA001', 'SF003', 'SF014']"
